企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
南京科思化学股份有限公司,安全工程师,宿迁,9000.0,11000.0,岗位职责 1、负责根据公司安全管理制度、执行标准，开展生产现场安全的日常管理、对外联系工作； 2、负责对公司安全标准化的维护与提升管理，并定期组织安全方面的体系内审； 3、负责对公司新建、扩建、技改工程项目的安全资料准备、安全管理、办理相关安全手续 工作； 4、负责编制公司安全应急预案、安全演练方案并实施与评价； 5、负责组织各部门与员工的安全培训与考核； 6、负责收集国家安全管理法律法规，及时更新安全管理制度与相关实施方案。 任职要求 1、大学专科，化工、安全等相关专业； 2、三年以上化工行业安全生产管理经验，有注册安全工程师资质； 3、熟悉化工、制造行业的安全标准与管理，了解HSE、GMP、化工设备等； 4、有较强的安全管理、监控、组织协调、沟通能力。,大专,3-5年,全职,化工,4,2,10000.0,2000.0,8K-12K,大中型企业,制造业,1000.0
上药科园信海陕西医药有限公司,ERP系统工程师,西安,6000.0,8000.0,"1、负责公司药房ERP系统的实施推广工作，包括业务调研、功能需求分析、功能定义、接口规划、总体与详细方案制定等；2、负责药房ERP系统用户培训，培养协助内部关键用户正确、高效使用信息化系统；3、负责系统实施相关的流程文件、操作手册等文档资料的编制、更新和完善等；4、负责业务部门提报的信息化系统的新需求的评估、调研、方案设计以及新功能的测试工作等；5、负责业务部门意见的收集整理和反馈，总结项目实施经验，形成项目知识文档，并在公司内部进行知识共享；6、负责信息化系统日常应用维护（基础数据、账户权限、系统配置等）、系统优化、系统功能升级等，跟踪解决用户使用过程中遇到的信息化问题；7、负责部门经理安排的其他任务。任职要求：
1.本科及以上要求，计算机相关专业2.两年以上同行业或者岗位经验者优先考虑    更多数据：www.macrodatas.cn",本科,1-3年,全职,医药制造,5,1,7000.0,2000.0,5K-8K,大中型企业,医药健康,1000.0
深圳市天诚科技有限公司,电感设计开发工程师,东莞,8000.0,10000.0,岗位职责： 1、 根据公司和客户需求进行新产品设计和常规品升级； 2、 负责电感器新产品设计开发和试制，设计验证等；  3、 负责电感器新产品的技术标准、规格书、各工序工艺技术规范制定和验证；  4、 负责新材料的评估和认证；  5、 为电感器产品的量产工作提供技术支持；  6、 跟踪及解决客户提出的问题； 任职要求：  1、大专以上电子、材料等相关专业优先；  2、电感类磁性元件5年以上开发、设计经验；  3、对磁性材料特性等有较深了解； 4、动手能力强，具备团队精神；  马 克 数 据 网,大专,5-10年,全职,电子/半导体/集成电路,4,3,9000.0,2000.0,8K-12K,大中型企业,电子硬件,1000.0
西安伟健电子有限责任公司,电路设计工程师,西安,7000.0,13000.0,"岗位职责：
1、负责直流有刷/无刷电机驱动电路的设计；
2、负责电路原理设计、版图绘制、元器件选型等；
3、负责原理样机的制作与调试；
4、负责编制设计过程中的相关技术文件；
5、负责产品生产及后续过程中技术指导及失效分析。
任职要求：
1、电子、电气工程类相关专业，本科以上学历，具有扎实的电子电路理论基础；
2、了解MOSFET、IGBT等常用功率器件的选型与应用，熟练使用各种调试仪器；
3、对电路设计、安全设计、热设计等功率驱动电路有深入了解，熟悉开关放大器、电机驱动器的产品特点；4、具有直流无刷/有刷电机驱动器设计经验者优先考虑；
5、熟练使用布板工具及办公软件；
6、具有较强的沟通和协调能力，能够独立解决工作中遇到的问题；
7、具有良好的英语基础，能够阅读并理解产品相关的技术文档；
8、责任心强，有钻研精神，具有团队协作能力。",本科,3-5年,全职,电子/半导体/集成电路,5,2,10000.0,6000.0,8K-12K,中小型企业,电子硬件,3000.0
上海中科新微信息科技园有限公司,电磁/光电算法工程师-东峻信息,上海,18000.0,30000.0,"电磁/光电算法工程师 （硕士及以上学历；薪资18k-30k）  l 岗位职责 1. 研究电磁仿真算法某个方向的疑难问题、跟踪相关研究的最新进展；  2. 软件产品的测试、辅助技术支持人员解决一些技术难题等。  l 岗位要求  1. 物理基础扎实，具有较好的推导能力和分析物理机制能力；  2. Matlab、C++编程基础较好者优先；  3. 具备数值仿真编程经验者、具备数理建模经验者优先；  4. 电磁场、计算物理或量子力学相关课程成绩优异者优先。 
   专业方向：物理学、光子学/光学、电磁场与微波技术、微电子与固体电子学、软件工程、   计算机科学等相关专业。    公司优势：   最被“卡脖子”的行业，现在国家大力支持，新“风口”行业，前景广阔    高新技术企业，可协助办理上海落户（目前为止，全部落户成功）    85%以上硕博学历，师傅制培养，人才密集，扁平管理、简单融洽     
       关注公众号马克数据网",硕士,1-3年,全职,物业管理,6,1,24000.0,12000.0,20K-30K,大中型企业,房地产建筑,6000.0
上海中科新微信息科技园有限公司,电磁/光电软件开发工程师-东峻信息,上海,15000.0,20000.0,"电磁/光电软件（CAE 软件）开发工程师（本科及以上学历；薪资15k-20k）  l 岗位职责 1. 承担部分子系统/模块的设计和实现；  2. 负责软件界面部分开发及维护等。  l 岗位要求 1. 具备一定计算机数据结构、算法相关基础知识，并掌握至少一种编程语言；  2. 具有快速学习新知识的能力，沟通能力良好，具备团队协作精神；  3. 有具体编程项目经验者或 C++编程基础较好者优先； 4. 在数学、物理方面有一定基础者优先；  5. 有 CAD/CAE 软件使用经验者优先。 
  专业方向：物理学、光子学/光学、电磁场与微波技术、微电子与固体电子学、软件工程、 计算机科学等相关专业。  公司优势： 最被“卡脖子”的行业，现在国家大力支持，新“风口”行业，前景广阔  高新技术企业，可协助办理上海落户（目前为止，全部落户成功）  85%以上硕博学历，师傅制培养，人才密集，扁平管理、简单融洽    （来 自 马 克 数 据 网）",本科,1-3年,全职,物业管理,5,1,17500.0,5000.0,12K-20K,大中型企业,房地产建筑,2500.0
奇点医疗科技(广州)有限公司,高级硬件工程师,深圳,15000.0,150000.0,"岗位职责： ""1、协助设备硬件开发设计（原理图、PCB），器件选型等；  2、负责设备整机电气组装、整机调试、测试验证及报告输出；  3、负责研发相关的文档编写； 4、协助设备安规、EMC等项目整改。"" 岗位要求： ""1、3年以上工作经验。熟悉数字、模拟电路，能看懂原理图，了解电气知识，熟悉硬件开发流程，有EMC整改经验者优先； 2、精通Altium Designer、Office、CAD使用技能。 3、有血气分析机硬件设计和血泵研发经验者优先；""
职位福利：五险一金、绩效奖金、股票期权、包住、带薪年假、节日福利",本科,3-5年,全职,医疗设备/器械,5,2,82500.0,135000.0,30K以上,大中型企业,医药健康,67500.0
上海雄博精密仪器股份有限公司,医疗图像算法工程师,上海,12000.0,24000.0,岗位职责： 1. 负责图像处理以及机器视觉方面的算法实现 2. 负责公司现有产品中算法模型的优化和改进 3. 实现相关算法，并将算法转为C/C++程序，与其他模块进行调用 4. 对算法测试结果进行统计归纳总结，并编写测试报告 任职要求： 1. 光学、光学工程、生物医学工程、物理、计算机等相关专业，本科以上学历 2. 熟练使用 C/C++、VC++、Python、Matlab等语言 3. 熟悉常见图像处理算法 4. 有医疗影像研发经验者优先 4. 良好的团队合作，较强的沟通能力,本科,经验不限,全职,医疗设备/器械,5,5,18000.0,12000.0,12K-20K,大中型企业,医药健康,6000.0
惠州亿纬锂能股份有限公司,电芯材料开发工程师（动力电池研究院）,惠州,12000.0,20000.0,"岗位职责:
1.负责新材料开发，含材料设计，选型、验证、导入等工作；
2.负责材料多资源评估，降低商务风险；
3.协助产品端解决相关技术问题，提供技术支持；
4.协同其他部门，负责供应商管理。 
任职要求:
1、理科/工科专业背景，硕士学历，电化学/材料专业优先。
2、1年以上锂电行业经验，熟悉锂电池制程工艺、锂电池材料基础、材料分析表征等方法。
3、能熟练运用FTA等工具进行失效分析。
4、具有较强的逻辑性，做事细心。",硕士,1-3年,全职,新能源,6,1,16000.0,8000.0,12K-20K,大中型企业,能源化工,4000.0
惠州亿纬锂能股份有限公司,电芯平台开发工程师（动力电池研究院）,惠州,11000.0,20000.0,"岗位职责:
1.负责平台技术的开发，含材料的选型，电极配方的优化等；
2.针对平台及产品在开发中出现的失效进行系统分析，提出机理解释及改善方案；
3.协助产品端解决相关技术问题，提供技术支持。 
任职要求:
1、1年以上锂电行业经验，熟悉锂电池制程工艺、锂电池材料基础、材料分析表征等方法；
2、能熟练运用FTA等工具进行失效分析；
3、对数据敏感，有较强的逻辑化思维能力；",硕士,1-3年,全职,新能源,6,1,15500.0,9000.0,12K-20K,大中型企业,能源化工,4500.0
福州福光水务科技有限公司,硬件工程师,武汉,7000.0,10000.0,岗位职责： 协助完成样机、测试工装的加工制作； 配合项目组完成样机硬件调试，编写相应的调试指导文件； 记录样机调试过程中发现的问题，协同项目组共同解决； 完成领导交付的其它任务；任职要求： 具有2年以上的相关工作经验; 有扎实的电子技术、电力电子、自动控制原理等基础知识； 动手能力强，能熟练操作常用仪器仪表； 具有扎实的焊接功底，能熟练焊接常规的贴片电阻、电容、芯片等；具备较强的学习能力，和独立工作的能力。,大专,5-10年,全职,仪器仪表制造,4,3,8500.0,3000.0,8K-12K,大中型企业,制造业,1500.0
达意科技,移动端开发工程师,唐山,6000.0,8000.0,岗位职责概述： 1、根据项目需求，参与分析项目开发所需技术框架及实现方案。 2、与设计人员和产品经理沟通项目需求， 3、参照原型图和设计文档，完成移动端静态页开发， 与后台开发人员沟通，并参考接口文档，完成后台数据解析及动态数据展示。  专业技能要求：  1、熟练使用Vue开发语言，熟练使用Uniapp等移动端跨平台开发框架  2、熟悉第三方插件和框架的引用、了解Js、Html、css等前端基础  3、了解*******或ios原生开发流程  4、了解微信小程序开发流程、熟悉*******、ios、微信小程序等应用平台打包及上架流程。 有ios原生开发经验者有优先,本科,3-5年,全职,计算机软件,5,2,7000.0,2000.0,5K-8K,大中型企业,IT互联网,1000.0
